ID,Name,Age,Gender,Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Phone_Usage_Purpose,Family_Communication,Weekend_Usage_Hours,Addiction_Level,School_Grade
6146,Synthetic_User_6146,18,Female,2.9,6.1,79.0,2,2.1,3,3,10,0,3.2,130,12,0.5,3.4,1.3,Gaming,2,9.8,1.57,12th
6147,Synthetic_User_6147,18,Male,4.4,5.0,60.4,9,2.7,1,8,2,0,2.3,88,19,5.0,0.9,0.3,Education,6,12.7,5.3,12th
6148,Synthetic_User_6148,17,Male,6.3,7.5,71.0,9,2.9,6,2,5,0,0.9,140,5,1.6,4.1,2.7,Browsing,6,6.9,1.93,10th
6149,Synthetic_User_6149,16,Female,5.6,5.2,70.5,2,0.1,3,4,6,1,0.1,117,10,5.3,3.3,1.5,Browsing,5,8.6,4.57,7th
6150,Synthetic_User_6150,14,Male,3.7,5.1,95.3,1,3.0,10,1,3,1,0.1,34,26,3.6,2.2,2.2,Education,5,8.0,5.48,9th
6151,Synthetic_User_6151,15,Male,2.6,6.6,70.6,10,1.0,6,5,6,0,2.4,173,21,3.4,4.3,0.7,Browsing,5,6.6,2.13,12th
6152,Synthetic_User_6152,17,Male,6.1,7.5,100.0,10,2.5,10,2,5,0,0.1,61,20,1.0,0.7,1.5,Browsing,3,8.6,3.68,College
6153,Synthetic_User_6153,14,Male,4.8,8.6,50.5,9,0.5,3,1,4,2,4.0,176,17,0.4,4.2,0.6,Browsing,5,12.6,5.36,9th
6154,Synthetic_User_6154,14,Male,5.5,7.1,69.5,2,0.2,6,1,10,0,0.7,93,5,3.3,0.1,2.4,Social Media,6,6.0,4.77,7th
6155,Synthetic_User_6155,12,Male,5.7,8.1,58.6,8,1.1,4,2,9,0,2.8,86,7,2.8,3.8,2.3,Browsing,3,9.1,1.83,12th
6156,Synthetic_User_6156,14,Female,6.9,5.3,62.6,3,2.6,4,5,8,0,0.6,115,28,0.7,2.9,0.4,Education,6,9.2,5.94,9th
6157,Synthetic_User_6157,16,Female,7.7,8.7,62.9,1,0.7,10,9,7,1,2.2,72,10,5.0,3.5,0.2,Social Media,5,8.0,7.91,10th
6158,Synthetic_User_6158,18,Female,6.3,4.6,59.3,1,0.5,10,6,1,0,0.3,24,24,2.5,2.1,2.5,Browsing,6,9.3,9.14,College
6159,Synthetic_User_6159,17,Male,5.4,6.0,96.0,10,2.7,2,4,9,1,3.1,95,25,1.6,4.3,0.3,Education,1,9.2,5.12,7th
6160,Synthetic_User_6160,14,Male,6.0,7.1,91.3,2,2.8,4,3,9,1,2.3,115,30,4.7,1.6,1.6,Social Media,3,5.3,3.6,11th
6161,Synthetic_User_6161,12,Male,5.3,4.9,76.0,7,0.0,4,8,6,3,0.3,161,7,5.5,1.4,1.6,Gaming,3,7.8,5.98,7th
6162,Synthetic_User_6162,16,Female,2.7,5.6,62.9,6,2.2,7,3,7,0,3.4,52,19,1.8,1.5,0.6,Social Media,4,8.0,3.42,9th
6163,Synthetic_User_6163,13,Female,8.2,5.4,59.8,2,0.9,5,1,3,1,2.2,123,19,4.7,3.9,1.8,Browsing,5,4.9,6.09,12th
6164,Synthetic_User_6164,18,Male,7.8,6.2,81.1,4,1.1,8,4,5,0,3.7,95,15,3.9,2.5,1.5,Work,2,8.2,8.17,10th
6165,Synthetic_User_6165,18,Female,10.0,7.9,74.5,2,1.4,7,5,7,0,3.7,101,26,5.9,2.7,1.5,Browsing,2,7.9,9.36,College
6166,Synthetic_User_6166,17,Male,10.6,6.5,67.8,1,1.3,10,5,1,0,3.7,138,10,1.2,4.2,1.1,Work,2,14.1,9.78,10th
6167,Synthetic_User_6167,18,Female,3.6,6.0,78.1,3,1.5,9,5,1,0,0.3,79,10,5.8,4.2,2.5,Work,2,5.5,2.75,9th
6168,Synthetic_User_6168,14,Female,5.3,3.6,83.4,4,1.7,8,8,5,2,0.5,106,13,1.9,0.8,0.3,Gaming,1,11.0,5.7,9th
6169,Synthetic_User_6169,12,Female,11.0,7.0,67.7,10,1.4,9,8,9,0,4.0,143,18,2.5,2.7,1.3,Gaming,2,9.4,9.9,9th
6170,Synthetic_User_6170,18,Female,5.9,7.3,58.2,5,2.1,1,4,7,0,2.0,141,30,2.2,0.6,0.8,Social Media,6,11.1,5.95,9th
6171,Synthetic_User_6171,18,Female,6.5,4.8,50.2,5,2.2,10,9,1,0,1.0,51,15,1.6,4.3,2.5,Education,4,5.6,7.59,7th
6172,Synthetic_User_6172,13,Male,3.0,6.4,73.8,7,1.3,3,1,5,1,3.1,75,28,4.2,4.2,0.7,Gaming,2,3.0,2.18,9th
6173,Synthetic_User_6173,13,Female,6.3,6.7,100.0,10,0.4,5,5,8,0,1.1,94,10,3.5,4.2,2.3,Work,4,7.7,4.29,10th
6174,Synthetic_User_6174,15,Male,9.9,7.5,53.3,8,1.9,9,5,8,2,2.9,132,22,1.8,3.5,1.8,Browsing,3,10.3,8.53,11th
6175,Synthetic_User_6175,16,Female,8.6,5.8,86.5,9,2.3,8,5,2,2,3.3,89,24,0.8,2.3,2.6,Work,6,7.0,7.48,11th
6176,Synthetic_User_6176,14,Female,4.8,5.6,59.9,7,1.9,10,8,7,2,3.1,103,19,1.9,2.0,1.8,Social Media,5,7.6,6.46,11th
6177,Synthetic_User_6177,18,Female,5.2,6.0,62.9,5,1.8,7,9,10,0,1.1,150,26,2.3,2.0,1.7,Social Media,2,13.9,4.61,6th
6178,Synthetic_User_6178,18,Female,3.7,7.8,83.7,9,0.7,2,3,5,1,1.6,86,13,2.3,0.3,2.4,Browsing,4,5.8,0.98,9th
6179,Synthetic_User_6179,12,Female,4.3,7.5,66.2,8,1.9,6,9,9,0,1.7,158,15,2.1,4.7,1.7,Browsing,6,10.8,2.42,11th
6180,Synthetic_User_6180,15,Female,2.2,6.5,73.7,10,1.0,4,8,3,2,2.0,35,6,0.3,2.3,2.5,Work,4,5.1,1.53,10th
6181,Synthetic_User_6181,16,Female,5.8,7.5,73.4,9,2.8,5,3,1,1,0.7,84,10,2.8,4.7,0.1,Browsing,5,11.5,6.28,6th
6182,Synthetic_User_6182,15,Male,9.0,4.1,59.9,10,2.0,5,2,4,0,1.8,45,30,5.0,4.4,1.5,Gaming,3,7.8,8.9,12th
6183,Synthetic_User_6183,17,Male,6.7,7.3,83.4,8,0.8,4,4,7,1,2.0,104,30,1.1,4.1,2.4,Social Media,2,9.5,3.36,12th
6184,Synthetic_User_6184,16,Male,8.7,5.4,69.1,6,1.4,4,2,1,0,2.1,130,30,0.9,2.9,2.5,Browsing,4,6.1,6.53,10th
6185,Synthetic_User_6185,18,Male,8.1,8.3,49.2,4,2.5,4,4,2,0,3.3,93,27,2.8,0.5,2.5,Gaming,2,8.3,5.44,7th
6186,Synthetic_User_6186,18,Female,4.9,5.4,56.6,9,1.0,2,5,5,0,2.1,81,18,2.2,1.6,1.8,Browsing,6,8.5,5.9,12th
6187,Synthetic_User_6187,16,Male,4.5,5.6,30.0,9,1.6,1,2,9,4,0.9,45,18,3.4,3.0,3.0,Education,1,3.8,5.19,10th
6188,Synthetic_User_6188,18,Other,4.6,7.1,70.8,10,2.0,2,8,1,2,2.7,167,28,5.7,0.1,0.5,Education,4,6.5,5.05,12th
6189,Synthetic_User_6189,14,Male,2.6,7.2,89.6,10,2.3,7,1,4,1,3.2,99,17,4.6,0.2,0.5,Gaming,3,8.8,1.12,12th
6190,Synthetic_User_6190,16,Male,6.1,6.1,54.3,9,0.5,1,3,3,3,1.3,81,29,4.1,3.4,0.1,Social Media,6,5.7,6.5,12th
6191,Synthetic_User_6191,15,Female,2.0,6.9,78.8,10,1.7,6,7,5,0,2.6,162,9,2.5,4.4,3.0,Browsing,5,8.5,0.6,10th
6192,Synthetic_User_6192,16,Female,7.2,7.0,76.5,3,2.7,4,10,5,3,0.6,85,13,1.7,4.3,1.0,Education,4,7.4,5.15,8th
6193,Synthetic_User_6193,18,Female,6.1,6.9,58.7,3,2.9,2,1,10,0,1.4,63,29,3.2,0.8,2.3,Education,1,9.8,3.84,11th
6194,Synthetic_User_6194,14,Female,6.9,6.1,93.0,6,2.0,3,2,2,1,3.6,71,15,5.3,4.6,0.2,Education,5,7.5,5.59,11th
6195,Synthetic_User_6195,14,Female,8.1,7.0,65.9,6,3.0,7,3,5,1,3.6,65,11,5.3,3.5,0.9,Education,3,15.0,5.98,11th
6196,Synthetic_User_6196,17,Male,6.4,7.9,100.0,6,1.7,6,2,9,0,2.3,57,6,2.7,3.6,1.9,Social Media,2,3.0,2.09,8th
6197,Synthetic_User_6197,15,Other,9.3,5.3,45.5,5,1.3,6,2,5,0,2.8,72,28,1.5,1.5,1.6,Work,2,5.6,8.59,8th
6198,Synthetic_User_6198,13,Other,7.2,5.7,66.0,5,1.7,8,6,10,0,3.4,196,16,1.4,3.6,0.6,Browsing,4,10.0,10.0,12th
6199,Synthetic_User_6199,13,Female,4.5,6.5,67.7,2,0.3,8,7,2,4,3.8,54,9,0.2,3.5,1.4,Social Media,5,8.6,3.66,11th
6200,Synthetic_User_6200,16,Male,5.5,5.4,69.4,7,1.2,6,6,7,0,2.0,40,28,5.1,3.0,0.3,Gaming,1,9.3,7.31,College
6201,Synthetic_User_6201,17,Female,2.0,4.7,80.7,4,1.4,1,6,6,0,2.2,111,6,1.6,1.8,1.6,Work,1,3.0,2.02,12th
6202,Synthetic_User_6202,12,Male,4.2,7.6,100.0,3,2.5,10,9,7,1,1.7,96,18,2.2,4.1,0.3,Browsing,3,7.5,3.69,10th
6203,Synthetic_User_6203,16,Male,5.2,4.3,76.8,8,2.3,7,8,8,0,0.3,126,11,4.9,4.7,1.9,Social Media,6,8.0,4.65,11th
6204,Synthetic_User_6204,17,Male,7.1,6.1,70.4,4,1.8,8,8,10,0,1.7,77,9,0.7,4.3,0.5,Work,5,9.8,7.83,12th
6205,Synthetic_User_6205,15,Female,4.5,7.3,53.6,4,1.0,5,6,5,1,3.2,65,8,2.8,1.2,1.6,Work,5,9.1,6.34,10th
6206,Synthetic_User_6206,15,Female,3.5,6.8,41.6,8,0.6,4,5,2,0,3.2,166,14,0.7,2.2,0.4,Gaming,2,8.0,6.67,11th
6207,Synthetic_User_6207,15,Female,2.2,6.1,87.6,1,1.0,7,9,7,1,3.6,35,20,2.7,1.7,1.2,Education,3,7.7,3.39,8th
6208,Synthetic_User_6208,15,Female,4.8,5.4,61.8,9,2.0,6,2,7,0,0.2,114,10,0.3,3.5,1.1,Gaming,3,4.2,3.45,10th
6209,Synthetic_User_6209,15,Male,9.9,6.8,100.0,7,0.8,6,7,8,0,2.1,127,25,3.1,4.2,2.3,Education,6,9.0,9.73,11th
6210,Synthetic_User_6210,17,Male,6.5,5.5,83.0,2,1.3,3,6,7,0,0.4,132,10,4.8,1.1,1.9,Education,3,7.6,4.29,9th
6211,Synthetic_User_6211,17,Male,7.9,6.8,75.1,6,1.2,10,7,10,0,0.8,87,13,4.1,4.7,2.8,Education,5,6.7,5.96,9th
6212,Synthetic_User_6212,14,Other,4.2,6.6,75.9,8,2.3,4,4,7,3,3.6,50,5,3.1,3.4,2.8,Education,2,8.0,3.92,9th
6213,Synthetic_User_6213,13,Male,2.9,6.7,76.1,5,2.7,5,9,9,2,2.0,159,20,5.0,1.1,2.2,Education,3,6.9,1.83,9th
6214,Synthetic_User_6214,18,Female,3.6,5.9,59.6,6,2.1,9,7,8,0,3.0,82,21,1.4,1.9,2.3,Browsing,2,3.7,4.32,9th
6215,Synthetic_User_6215,15,Female,5.8,8.5,43.7,10,1.0,8,2,2,0,0.3,161,17,5.0,0.5,1.9,Browsing,6,10.0,6.23,10th
6216,Synthetic_User_6216,12,Male,2.0,6.9,61.7,8,1.3,3,4,2,0,1.7,114,10,1.7,3.0,2.1,Education,3,13.6,6.39,College
6217,Synthetic_User_6217,18,Female,4.0,6.2,69.7,6,0.4,6,5,7,0,2.7,80,6,2.2,0.8,1.9,Browsing,5,8.8,4.92,10th
6218,Synthetic_User_6218,17,Female,4.8,6.8,60.3,9,0.5,10,2,10,0,0.5,115,12,0.8,3.5,0.9,Social Media,2,8.9,6.54,8th
6219,Synthetic_User_6219,12,Female,3.4,5.7,50.7,9,0.5,1,10,10,2,1.3,146,27,0.6,3.7,1.1,Gaming,4,12.5,3.66,7th
6220,Synthetic_User_6220,12,Female,2.0,6.1,58.8,9,0.4,3,8,3,0,0.3,103,26,5.6,2.4,1.7,Social Media,6,13.7,3.3,11th
6221,Synthetic_User_6221,12,Male,6.6,8.9,85.5,6,0.5,10,1,1,0,2.6,70,8,1.1,0.5,2.2,Browsing,3,7.5,1.56,9th
6222,Synthetic_User_6222,14,Male,6.1,5.7,81.2,9,0.6,7,3,9,0,3.9,28,13,2.0,3.1,1.2,Social Media,5,5.8,3.2,12th
6223,Synthetic_User_6223,17,Female,7.6,6.4,72.6,3,0.3,7,1,3,0,3.3,83,27,3.2,1.9,0.4,Work,2,9.3,6.26,11th
6224,Synthetic_User_6224,12,Female,3.8,6.0,78.8,5,1.9,2,5,1,1,3.9,132,11,2.1,4.7,1.4,Education,1,8.5,3.68,12th
6225,Synthetic_User_6225,15,Male,7.5,5.5,53.0,2,3.0,3,8,6,0,3.4,59,25,5.2,2.6,2.9,Browsing,5,10.9,8.74,9th
6226,Synthetic_User_6226,16,Female,9.1,6.9,58.1,8,2.6,7,7,4,0,3.4,127,5,5.4,0.4,0.6,Gaming,5,8.0,8.13,11th
6227,Synthetic_User_6227,12,Female,6.5,6.5,74.7,4,0.1,6,9,1,0,2.3,101,18,2.0,3.2,1.9,Gaming,1,8.2,8.36,9th
6228,Synthetic_User_6228,14,Female,4.8,7.4,54.9,6,1.3,7,2,4,3,2.1,129,6,0.6,3.9,2.9,Browsing,1,5.1,5.33,College
6229,Synthetic_User_6229,18,Male,6.3,7.3,71.6,6,2.6,10,8,8,0,1.6,20,12,1.3,0.8,1.1,Work,4,11.1,3.5,11th
6230,Synthetic_User_6230,17,Female,4.7,7.4,51.1,5,0.4,9,8,7,2,3.3,43,15,2.8,2.2,2.7,Education,4,6.1,3.19,9th
6231,Synthetic_User_6231,14,Female,4.4,5.6,45.3,1,2.5,8,6,1,0,0.7,81,9,1.7,3.7,2.6,Social Media,4,4.4,5.95,9th
6232,Synthetic_User_6232,12,Male,7.4,7.1,81.0,7,1.8,6,3,10,2,0.2,174,22,2.7,0.1,1.0,Education,5,3.0,4.82,8th
6233,Synthetic_User_6233,17,Male,5.7,7.2,85.4,10,2.8,4,2,9,1,3.8,69,16,4.6,0.1,0.3,Browsing,5,7.7,4.03,11th
6234,Synthetic_User_6234,16,Other,8.4,5.5,60.5,8,2.6,10,8,6,0,0.0,94,25,2.5,3.4,0.5,Browsing,5,5.9,8.01,9th
6235,Synthetic_User_6235,12,Male,5.1,6.2,47.2,1,2.0,9,6,2,2,3.9,186,28,1.2,3.6,1.1,Browsing,4,7.3,5.56,10th
6236,Synthetic_User_6236,14,Female,5.3,5.0,36.9,10,2.0,7,4,3,1,2.9,117,24,2.1,4.2,2.9,Work,2,6.5,5.57,9th
6237,Synthetic_User_6237,13,Female,4.9,7.2,97.6,7,0.6,5,5,7,0,1.3,134,23,4.5,2.0,0.8,Gaming,5,6.9,2.91,11th
6238,Synthetic_User_6238,15,Male,3.8,7.2,71.7,4,0.4,2,5,3,0,2.8,74,9,2.5,1.9,2.8,Social Media,5,5.5,4.22,12th
6239,Synthetic_User_6239,18,Female,7.6,7.9,60.9,6,1.2,9,9,3,1,3.3,147,11,1.5,2.8,0.5,Work,5,5.8,5.93,12th
6240,Synthetic_User_6240,14,Male,10.4,6.3,64.5,9,0.6,7,9,5,1,1.0,153,6,2.6,3.8,2.9,Browsing,4,5.2,9.1,12th
6241,Synthetic_User_6241,17,Female,5.2,7.0,41.3,5,0.3,9,8,3,1,3.1,120,21,2.7,3.2,0.9,Browsing,3,7.4,8.89,8th
6242,Synthetic_User_6242,12,Male,4.6,7.5,79.3,8,0.9,9,8,3,1,3.2,96,17,1.8,1.6,1.9,Work,4,4.6,2.06,7th
6243,Synthetic_User_6243,15,Female,4.5,5.7,100.0,5,2.6,10,2,5,1,1.0,122,15,6.0,1.7,0.2,Gaming,3,11.8,4.3,11th
6244,Synthetic_User_6244,12,Male,4.6,5.6,58.3,2,0.1,5,3,5,1,0.2,34,9,4.6,3.8,0.9,Gaming,4,8.0,4.12,9th
6245,Synthetic_User_6245,17,Male,9.3,5.8,100.0,4,0.9,7,8,9,0,0.8,143,17,4.2,2.7,0.6,Education,2,3.4,5.93,10th
6246,Synthetic_User_6246,12,Other,4.6,6.2,68.3,2,1.3,5,5,1,0,0.8,66,27,5.1,0.5,0.0,Social Media,2,8.7,3.38,6th
6247,Synthetic_User_6247,13,Male,4.8,5.6,95.0,7,1.5,3,7,1,3,0.3,88,17,4.0,0.8,0.5,Gaming,5,5.3,4.96,9th
6248,Synthetic_User_6248,15,Female,3.5,5.8,74.6,7,0.5,10,8,9,0,2.9,152,12,4.7,4.3,1.8,Social Media,4,11.1,4.52,6th
6249,Synthetic_User_6249,15,Male,6.6,7.4,74.6,3,2.9,8,6,5,0,1.5,143,15,2.5,5.0,1.2,Work,3,6.2,4.05,12th
6250,Synthetic_User_6250,17,Female,5.9,6.4,97.7,7,1.7,8,5,4,1,3.5,35,12,3.0,1.7,2.2,Gaming,3,12.2,3.3,9th
6251,Synthetic_User_6251,18,Male,3.7,6.8,81.7,1,1.6,9,8,2,0,1.0,62,14,0.3,1.9,2.0,Gaming,2,11.0,3.18,10th
6252,Synthetic_User_6252,13,Other,4.2,5.9,75.6,1,0.0,6,1,9,0,1.8,125,29,1.7,0.8,2.4,Education,5,15.0,4.68,6th
6253,Synthetic_User_6253,14,Female,9.1,5.9,40.9,9,1.5,2,1,6,0,2.6,30,15,2.2,1.2,2.6,Browsing,3,8.3,6.92,11th
6254,Synthetic_User_6254,12,Male,6.1,6.8,47.4,6,2.5,3,1,9,1,3.5,156,5,3.8,2.1,2.5,Gaming,4,10.1,5.25,9th
6255,Synthetic_User_6255,16,Male,6.2,6.6,76.9,5,0.7,10,3,5,4,2.1,104,11,2.8,1.4,1.3,Browsing,5,8.0,4.41,12th
6256,Synthetic_User_6256,12,Male,6.2,7.3,92.0,6,1.1,6,10,4,0,1.5,156,30,3.6,3.5,0.9,Work,6,8.3,4.42,12th
6257,Synthetic_User_6257,12,Female,8.8,7.8,71.9,6,0.1,1,6,7,0,3.5,70,12,4.3,2.7,1.5,Gaming,4,11.7,6.1,9th
6258,Synthetic_User_6258,14,Male,3.9,5.8,61.1,1,2.9,2,6,5,0,1.2,73,10,0.3,4.1,1.6,Work,4,10.3,2.47,College
6259,Synthetic_User_6259,12,Female,5.2,7.4,42.4,5,0.2,8,5,8,0,0.3,141,30,1.5,3.6,0.9,Browsing,2,7.7,4.53,College
6260,Synthetic_User_6260,13,Male,5.7,5.4,58.2,9,2.7,8,7,8,0,1.8,88,18,1.0,0.6,1.6,Work,4,12.0,5.69,12th
6261,Synthetic_User_6261,13,Male,2.6,8.6,72.0,4,0.9,6,5,2,0,3.1,50,24,1.1,0.6,0.3,Gaming,1,11.0,4.57,12th
6262,Synthetic_User_6262,15,Female,4.2,5.7,57.2,3,1.8,3,2,5,0,0.1,122,11,3.0,4.5,0.7,Social Media,5,12.7,3.79,9th
6263,Synthetic_User_6263,17,Female,8.1,7.2,55.5,1,2.0,2,4,10,0,2.3,36,7,4.4,4.1,2.2,Browsing,1,11.7,5.08,10th
6264,Synthetic_User_6264,18,Male,7.5,5.4,69.2,2,0.4,6,1,8,0,2.4,157,6,1.6,2.3,0.5,Gaming,4,6.9,7.42,7th
6265,Synthetic_User_6265,16,Male,7.9,6.3,91.7,3,1.3,1,7,3,1,3.7,107,26,4.9,0.7,0.4,Gaming,4,6.6,6.89,7th
6266,Synthetic_User_6266,12,Male,4.8,8.0,80.3,4,1.0,10,4,7,2,1.1,64,22,5.4,4.5,0.9,Education,2,6.7,2.58,College
6267,Synthetic_User_6267,12,Female,5.1,5.7,74.3,7,0.2,6,4,3,3,1.1,145,26,2.1,1.2,1.1,Browsing,2,10.3,6.94,9th
6268,Synthetic_User_6268,14,Female,2.4,8.7,72.8,6,2.5,9,4,6,1,1.8,146,30,4.1,0.2,1.0,Work,6,12.0,2.86,11th
6269,Synthetic_User_6269,17,Female,7.9,6.5,78.3,8,0.1,7,3,2,0,1.4,100,7,0.7,4.6,1.1,Browsing,2,11.2,6.72,12th
6270,Synthetic_User_6270,13,Female,8.2,7.5,68.3,9,2.0,9,8,6,1,2.9,191,18,4.5,4.0,0.4,Browsing,6,3.7,8.14,12th
6271,Synthetic_User_6271,16,Female,8.2,6.9,63.8,6,0.9,2,4,6,0,2.6,190,22,1.0,3.5,0.5,Education,2,5.9,6.78,College
6272,Synthetic_User_6272,15,Female,9.2,7.0,81.1,7,0.6,5,8,8,1,3.0,112,17,4.1,0.2,0.7,Work,6,10.0,7.17,9th
6273,Synthetic_User_6273,13,Female,6.8,5.1,66.6,4,2.0,9,9,5,1,3.3,142,12,2.5,2.6,1.2,Gaming,3,11.7,8.57,6th
6274,Synthetic_User_6274,17,Male,9.1,6.0,52.2,2,1.7,7,1,1,1,3.7,152,8,5.6,3.3,1.0,Education,2,8.9,7.56,10th
6275,Synthetic_User_6275,18,Male,5.6,7.7,91.6,9,0.9,9,4,8,4,1.7,54,19,2.8,3.8,2.4,Education,4,12.6,6.43,8th
6276,Synthetic_User_6276,15,Male,2.5,6.2,42.0,9,1.5,6,6,9,1,3.9,111,16,0.2,2.4,1.6,Social Media,6,3.0,1.41,6th
6277,Synthetic_User_6277,18,Male,7.7,6.6,92.8,4,0.7,7,8,1,1,0.9,72,18,2.9,4.8,1.7,Browsing,4,7.4,4.67,9th
6278,Synthetic_User_6278,14,Female,2.4,5.0,77.6,3,2.6,10,6,5,0,2.9,67,24,4.8,1.2,1.7,Browsing,6,12.3,4.3,12th
6279,Synthetic_User_6279,14,Female,6.3,6.0,55.5,10,0.9,5,6,6,3,2.1,104,11,3.9,0.3,1.2,Browsing,5,9.0,6.13,10th
6280,Synthetic_User_6280,12,Male,7.9,7.6,70.4,6,0.7,6,10,4,0,3.3,107,28,5.8,1.7,2.9,Education,6,5.6,6.41,9th
6281,Synthetic_User_6281,18,Male,6.6,5.2,63.6,3,2.3,1,4,2,3,1.9,35,16,5.1,3.3,0.1,Gaming,1,10.4,5.72,11th
6282,Synthetic_User_6282,17,Female,10.6,7.2,82.1,1,0.1,1,9,5,0,3.1,113,13,3.2,3.7,0.6,Gaming,6,8.4,5.96,9th
6283,Synthetic_User_6283,16,Female,2.1,6.7,81.8,4,0.8,2,7,4,0,3.7,89,14,1.2,3.7,0.9,Social Media,6,6.6,0.35,6th
6284,Synthetic_User_6284,15,Male,5.8,6.3,76.9,1,1.1,4,6,7,2,2.9,155,12,0.0,0.6,2.6,Browsing,3,3.3,4.69,12th
6285,Synthetic_User_6285,13,Female,6.0,6.2,81.2,2,2.6,9,1,6,0,3.1,146,24,5.9,4.4,2.8,Browsing,3,10.1,5.48,11th
6286,Synthetic_User_6286,17,Male,3.3,6.0,68.3,3,2.9,7,2,3,2,0.3,65,6,5.6,1.4,2.5,Browsing,5,4.7,2.08,12th
6287,Synthetic_User_6287,17,Male,3.7,6.1,96.4,8,2.1,6,6,9,0,0.8,152,30,1.6,1.0,1.3,Browsing,5,14.4,0.09,6th
6288,Synthetic_User_6288,14,Other,4.3,7.4,88.4,10,1.5,1,1,4,2,3.9,121,20,3.8,3.1,2.7,Browsing,2,3.0,2.29,12th
6289,Synthetic_User_6289,18,Other,3.8,6.1,62.8,4,1.9,5,5,5,1,2.8,91,25,4.4,1.1,0.3,Gaming,5,8.2,4.83,11th
6290,Synthetic_User_6290,12,Male,5.8,8.3,82.2,4,1.2,4,1,3,1,2.2,79,27,3.5,2.5,2.0,Education,3,10.3,1.61,10th
6291,Synthetic_User_6291,12,Other,4.8,6.8,80.9,10,0.9,5,3,8,0,1.5,54,22,5.1,2.0,2.8,Social Media,1,4.9,2.85,11th
6292,Synthetic_User_6292,15,Female,6.6,5.9,66.1,9,2.9,9,7,7,0,0.2,51,24,0.5,1.2,2.3,Gaming,6,5.9,7.99,12th
6293,Synthetic_User_6293,14,Female,7.3,7.5,64.9,7,0.3,3,5,7,2,1.5,26,26,5.4,1.5,0.8,Browsing,1,10.6,3.88,10th
6294,Synthetic_User_6294,17,Female,7.2,7.1,88.2,2,1.0,4,10,8,0,2.0,100,28,2.4,2.1,2.2,Education,3,5.1,5.63,10th
6295,Synthetic_User_6295,16,Female,5.2,4.8,69.8,3,2.7,8,1,7,0,0.8,20,14,2.9,1.7,0.9,Gaming,2,13.8,3.84,College
6296,Synthetic_User_6296,14,Female,6.6,5.5,73.9,4,2.2,3,1,3,1,0.7,65,10,2.7,1.9,0.3,Social Media,1,8.2,7.96,12th
6297,Synthetic_User_6297,15,Female,8.1,6.4,91.0,4,0.1,3,8,3,0,2.0,126,10,3.2,3.7,2.2,Social Media,6,6.7,4.12,10th
6298,Synthetic_User_6298,15,Male,6.9,4.9,100.0,10,0.1,9,9,2,0,2.3,159,26,3.6,0.8,0.5,Education,6,12.9,3.55,11th
6299,Synthetic_User_6299,14,Male,9.7,8.6,62.1,8,1.5,5,7,1,0,1.0,54,24,4.3,3.1,0.3,Gaming,1,4.8,8.54,9th
6300,Synthetic_User_6300,15,Male,8.0,7.3,66.7,10,1.5,10,3,5,0,2.3,124,17,3.1,3.4,1.7,Browsing,2,13.2,6.43,9th
6301,Synthetic_User_6301,14,Female,9.4,6.5,71.1,10,1.3,1,6,4,2,3.6,87,23,4.1,4.0,1.9,Gaming,1,5.1,5.65,10th
6302,Synthetic_User_6302,13,Male,2.0,6.2,71.5,6,0.9,7,3,2,0,1.9,79,21,2.0,4.2,0.2,Work,4,11.8,1.63,College
6303,Synthetic_User_6303,14,Female,6.2,5.9,75.6,3,3.0,7,10,1,4,3.4,106,6,5.6,0.8,0.0,Gaming,3,13.6,8.71,College
6304,Synthetic_User_6304,18,Other,5.4,4.5,62.6,9,0.8,6,4,3,0,3.7,73,22,0.4,0.7,2.6,Education,1,7.7,5.8,9th
6305,Synthetic_User_6305,14,Male,5.8,4.8,51.0,10,1.5,6,4,6,0,0.4,96,30,3.3,3.1,0.3,Gaming,1,7.7,8.32,10th
6306,Synthetic_User_6306,15,Female,4.4,8.4,96.3,8,1.2,3,3,2,0,0.4,102,11,0.5,3.8,1.8,Work,2,7.1,0.0,9th
6307,Synthetic_User_6307,18,Male,6.8,8.1,79.2,9,0.5,3,10,10,0,1.9,146,18,2.7,1.4,2.9,Browsing,1,5.7,6.93,College
6308,Synthetic_User_6308,15,Female,2.4,5.9,63.7,5,0.6,10,6,7,1,2.4,155,26,1.5,2.6,1.5,Education,2,8.3,2.55,College
6309,Synthetic_User_6309,12,Male,6.8,7.4,76.6,3,2.8,9,5,7,2,1.7,76,19,5.6,3.9,0.4,Education,3,10.7,7.59,11th
6310,Synthetic_User_6310,12,Female,4.5,7.0,97.5,4,2.6,1,9,3,0,1.3,89,12,0.1,3.8,1.2,Browsing,4,9.8,4.5,12th
6311,Synthetic_User_6311,18,Female,5.0,7.1,58.2,5,0.6,7,9,1,1,2.6,132,13,2.3,3.3,1.9,Education,5,9.5,4.21,11th
6312,Synthetic_User_6312,13,Female,6.9,5.1,73.2,9,2.6,10,3,9,0,0.0,92,25,4.7,0.4,2.3,Education,3,5.8,6.96,10th
